Compound,Date,Negative,Neutral,News Source,Positive,Tweet Text,Tweets Ago
0.296,Sun Dec 17 14:47:00 +0000 2017,0.885,0.0,@CNN,0.115,"Alabama Sen.-elect Doug Jones: ""I'm gonna commit to having a Senate office that reflects the diversity of Alabama.… https://t.co/kwvVAgUrPr",73
0.0,Sun Dec 17 14:45:10 +0000 2017,1.0,0.0,@CNN,0.0,"Prince Harry and Meghan Markle will marry on May 19, 2018, Kensington Palace says https://t.co/jVRSRqwYf6 https://t.co/Cu0RUjhsNq",74
0.2732,Sun Dec 17 14:36:00 +0000 2017,0.89,0.0,@CNN,0.11,Alabama Sen.-elect Doug Jones on if he considers voting with Republicans on certain issues: “Of course I do”… https://t.co/d5sRr3wJkj,75
0.0,Sun Dec 17 14:30:20 +0000 2017,1.0,0.0,@CNN,0.0,The photos that shaped 2017 https://t.co/0gA9dMQ0VS https://t.co/zPpBl2aZy0,76
-0.8316,Sun Dec 17 14:30:06 +0000 2017,0.719,0.281,@CNN,0.0,"""The war on Christmas is over...it will soon be replaced by the war with North Korea"": Saturday Night Live had a sp… https://t.co/kYFbB6vjO9",77
0.0,Sun Dec 17 14:20:21 +0000 2017,1.0,0.0,@CNN,0.0,"Alabama Sen.-elect Doug Jones has a message for Roy Moore: ""It's time to move on. Alabama has spoken."" #CNNSOTU https://t.co/4VLqvsAcFg",78
-0.34,Sun Dec 17 14:19:36 +0000 2017,0.833,0.167,@CNN,0.0,"Alabama Sen.-elect Doug Jones says the ""Mueller investigation is gonna shake down the way it's gonna shake down""… https://t.co/cILeYK7ALg",79
0.4588,Sun Dec 17 17:45:04 +0000 2017,0.85,0.0,@CNN,0.15,"Here's what's in the tax bill for homeowners:
■ Downsized mortgage interest deduction
■ Less reason to itemize
■ Li… https://t.co/M66IVaJMkP",80
0.0164,Sun Dec 17 17:30:31 +0000 2017,0.685,0.156,@CNN,0.159,"Their missions vary greatly: To provide loving homes for orphaned children, feed those in crisis or mend war's psyc… https://t.co/W1XsbAJDGW",81
0.25,Sun Dec 17 17:22:18 +0000 2017,0.895,0.0,@CNN,0.105,"""Do I need a British accent?"" former President Barack Obama jokes before Prince Harry interviews him for a radio sh… https://t.co/rzrdHHlhmw",82
0.4019,Sun Dec 17 17:00:47 +0000 2017,0.881,0.0,@CNN,0.119,"Alabama Senator-elect Doug Jones says it's time to move on from the special election, even though Roy Moore won't c… https://t.co/f8FhRyXZeo",83
0.2584,Sun Dec 17 16:45:10 +0000 2017,0.855,0.0,@CNN,0.145,UK Prime Minister Theresa May 'will not be derailed' on Brexit https://t.co/7JL1uYtLps https://t.co/wnxnGUW2Kt,84
-0.0258,Sun Dec 17 16:30:45 +0000 2017,0.637,0.183,@CNN,0.179,Treasury Secretary Steven Mnuchin says he has no reason to think President Trump will fire special counsel Robert M… https://t.co/IiekN4b6P7,85
-0.0276,Sun Dec 17 16:18:20 +0000 2017,0.752,0.127,@CNN,0.121,"Children's health should be more important than tax cuts, writes Dean Obeidallah for @CNNOpinion… https://t.co/PzfT1VwAWI",86
-0.34,Sun Dec 17 16:00:16 +0000 2017,0.882,0.118,@CNN,0.0,"Bernie Sanders has joined the list of lawmakers calling on President Trump to resign, citing the multiple allegatio… https://t.co/HtlsGzjfnW",87
0.5106,Sun Dec 17 15:45:12 +0000 2017,0.852,0.0,@CNN,0.148,A baby born with her heart outside her body has survived three surgeries to insert it back into her chest… https://t.co/MrHTAABsAh,88
0.0,Sun Dec 17 15:30:32 +0000 2017,1.0,0.0,@CNN,0.0,Take a look back at the photos that shaped 2017 https://t.co/FxlEcWRHyZ https://t.co/iE2e4HCytW,89
-0.0772,Sun Dec 17 15:15:29 +0000 2017,0.759,0.127,@CNN,0.114,"Rep. Himes: The President is attacking the FBI; “You have to ask yourself, ‘Why?’” If you're convinced you're innoc… https://t.co/t24I443NcJ",90
0.0,Sun Dec 17 15:00:30 +0000 2017,1.0,0.0,@CNN,0.0,"For the first time, eight planets have been found orbiting a distant star, Kepler-90, 2,545 light-years from Earth,… https://t.co/IP3AsLYMco",91
0.296,Sun Dec 17 14:53:00 +0000 2017,0.891,0.0,@CNN,0.109,Sen.-elect Doug Jones of Alabama doesn’t join the several Senate Democrats calling for President Trump to step down… https://t.co/ISuV4fOE4Z,92
0.296,Sun Dec 17 14:47:00 +0000 2017,0.885,0.0,@CNN,0.115,"Alabama Sen.-elect Doug Jones: ""I'm gonna commit to having a Senate office that reflects the diversity of Alabama.… https://t.co/kwvVAgUrPr",93
0.0,Sun Dec 17 14:45:10 +0000 2017,1.0,0.0,@CNN,0.0,"Prince Harry and Meghan Markle will marry on May 19, 2018, Kensington Palace says https://t.co/jVRSRqwYf6 https://t.co/Cu0RUjhsNq",94
0.2732,Sun Dec 17 14:36:00 +0000 2017,0.89,0.0,@CNN,0.11,Alabama Sen.-elect Doug Jones on if he considers voting with Republicans on certain issues: “Of course I do”… https://t.co/d5sRr3wJkj,95
0.0,Sun Dec 17 14:30:20 +0000 2017,1.0,0.0,@CNN,0.0,The photos that shaped 2017 https://t.co/0gA9dMQ0VS https://t.co/zPpBl2aZy0,96
-0.8316,Sun Dec 17 14:30:06 +0000 2017,0.719,0.281,@CNN,0.0,"""The war on Christmas is over...it will soon be replaced by the war with North Korea"": Saturday Night Live had a sp… https://t.co/kYFbB6vjO9",97
0.0,Sun Dec 17 14:20:21 +0000 2017,1.0,0.0,@CNN,0.0,"Alabama Sen.-elect Doug Jones has a message for Roy Moore: ""It's time to move on. Alabama has spoken."" #CNNSOTU https://t.co/4VLqvsAcFg",98
-0.34,Sun Dec 17 14:19:36 +0000 2017,0.833,0.167,@CNN,0.0,"Alabama Sen.-elect Doug Jones says the ""Mueller investigation is gonna shake down the way it's gonna shake down""… https://t.co/cILeYK7ALg",99
0.4588,Sun Dec 17 17:45:04 +0000 2017,0.85,0.0,@CNN,0.15,"Here's what's in the tax bill for homeowners:
■ Downsized mortgage interest deduction
■ Less reason to itemize
■ Li… https://t.co/M66IVaJMkP",100
0.0164,Sun Dec 17 17:30:31 +0000 2017,0.685,0.156,@CNN,0.159,"Their missions vary greatly: To provide loving homes for orphaned children, feed those in crisis or mend war's psyc… https://t.co/W1XsbAJDGW",101
0.25,Sun Dec 17 17:22:18 +0000 2017,0.895,0.0,@CNN,0.105,"""Do I need a British accent?"" former President Barack Obama jokes before Prince Harry interviews him for a radio sh… https://t.co/rzrdHHlhmw",102
0.4019,Sun Dec 17 17:00:47 +0000 2017,0.881,0.0,@CNN,0.119,"Alabama Senator-elect Doug Jones says it's time to move on from the special election, even though Roy Moore won't c… https://t.co/f8FhRyXZeo",103
0.2584,Sun Dec 17 16:45:10 +0000 2017,0.855,0.0,@CNN,0.145,UK Prime Minister Theresa May 'will not be derailed' on Brexit https://t.co/7JL1uYtLps https://t.co/wnxnGUW2Kt,104
-0.0258,Sun Dec 17 16:30:45 +0000 2017,0.637,0.183,@CNN,0.179,Treasury Secretary Steven Mnuchin says he has no reason to think President Trump will fire special counsel Robert M… https://t.co/IiekN4b6P7,105
-0.0276,Sun Dec 17 16:18:20 +0000 2017,0.752,0.127,@CNN,0.121,"Children's health should be more important than tax cuts, writes Dean Obeidallah for @CNNOpinion… https://t.co/PzfT1VwAWI",106
-0.34,Sun Dec 17 16:00:16 +0000 2017,0.882,0.118,@CNN,0.0,"Bernie Sanders has joined the list of lawmakers calling on President Trump to resign, citing the multiple allegatio… https://t.co/HtlsGzjfnW",107
0.5106,Sun Dec 17 15:45:12 +0000 2017,0.852,0.0,@CNN,0.148,A baby born with her heart outside her body has survived three surgeries to insert it back into her chest… https://t.co/MrHTAABsAh,108
0.0,Sun Dec 17 15:30:32 +0000 2017,1.0,0.0,@CNN,0.0,Take a look back at the photos that shaped 2017 https://t.co/FxlEcWRHyZ https://t.co/iE2e4HCytW,109
-0.0772,Sun Dec 17 15:15:29 +0000 2017,0.759,0.127,@CNN,0.114,"Rep. Himes: The President is attacking the FBI; “You have to ask yourself, ‘Why?’” If you're convinced you're innoc… https://t.co/t24I443NcJ",110
0.0,Sun Dec 17 15:00:30 +0000 2017,1.0,0.0,@CNN,0.0,"For the first time, eight planets have been found orbiting a distant star, Kepler-90, 2,545 light-years from Earth,… https://t.co/IP3AsLYMco",111
0.296,Sun Dec 17 14:53:00 +0000 2017,0.891,0.0,@CNN,0.109,Sen.-elect Doug Jones of Alabama doesn’t join the several Senate Democrats calling for President Trump to step down… https://t.co/ISuV4fOE4Z,112
0.296,Sun Dec 17 14:47:00 +0000 2017,0.885,0.0,@CNN,0.115,"Alabama Sen.-elect Doug Jones: ""I'm gonna commit to having a Senate office that reflects the diversity of Alabama.… https://t.co/kwvVAgUrPr",113
0.0,Sun Dec 17 14:45:10 +0000 2017,1.0,0.0,@CNN,0.0,"Prince Harry and Meghan Markle will marry on May 19, 2018, Kensington Palace says https://t.co/jVRSRqwYf6 https://t.co/Cu0RUjhsNq",114
0.2732,Sun Dec 17 14:36:00 +0000 2017,0.89,0.0,@CNN,0.11,Alabama Sen.-elect Doug Jones on if he considers voting with Republicans on certain issues: “Of course I do”… https://t.co/d5sRr3wJkj,115
0.0,Sun Dec 17 14:30:20 +0000 2017,1.0,0.0,@CNN,0.0,The photos that shaped 2017 https://t.co/0gA9dMQ0VS https://t.co/zPpBl2aZy0,116
-0.8316,Sun Dec 17 14:30:06 +0000 2017,0.719,0.281,@CNN,0.0,"""The war on Christmas is over...it will soon be replaced by the war with North Korea"": Saturday Night Live had a sp… https://t.co/kYFbB6vjO9",117
0.0,Sun Dec 17 14:20:21 +0000 2017,1.0,0.0,@CNN,0.0,"Alabama Sen.-elect Doug Jones has a message for Roy Moore: ""It's time to move on. Alabama has spoken."" #CNNSOTU https://t.co/4VLqvsAcFg",118
-0.34,Sun Dec 17 14:19:36 +0000 2017,0.833,0.167,@CNN,0.0,"Alabama Sen.-elect Doug Jones says the ""Mueller investigation is gonna shake down the way it's gonna shake down""… https://t.co/cILeYK7ALg",119
0.4588,Sun Dec 17 17:45:04 +0000 2017,0.85,0.0,@CNN,0.15,"Here's what's in the tax bill for homeowners:
■ Downsized mortgage interest deduction
■ Less reason to itemize
■ Li… https://t.co/M66IVaJMkP",120
0.0164,Sun Dec 17 17:30:31 +0000 2017,0.685,0.156,@CNN,0.159,"Their missions vary greatly: To provide loving homes for orphaned children, feed those in crisis or mend war's psyc… https://t.co/W1XsbAJDGW",121
0.25,Sun Dec 17 17:22:18 +0000 2017,0.895,0.0,@CNN,0.105,"""Do I need a British accent?"" former President Barack Obama jokes before Prince Harry interviews him for a radio sh… https://t.co/rzrdHHlhmw",122
0.4019,Sun Dec 17 17:00:47 +0000 2017,0.881,0.0,@CNN,0.119,"Alabama Senator-elect Doug Jones says it's time to move on from the special election, even though Roy Moore won't c… https://t.co/f8FhRyXZeo",123
0.2584,Sun Dec 17 16:45:10 +0000 2017,0.855,0.0,@CNN,0.145,UK Prime Minister Theresa May 'will not be derailed' on Brexit https://t.co/7JL1uYtLps https://t.co/wnxnGUW2Kt,124
-0.0258,Sun Dec 17 16:30:45 +0000 2017,0.637,0.183,@CNN,0.179,Treasury Secretary Steven Mnuchin says he has no reason to think President Trump will fire special counsel Robert M… https://t.co/IiekN4b6P7,125
-0.0276,Sun Dec 17 16:18:20 +0000 2017,0.752,0.127,@CNN,0.121,"Children's health should be more important than tax cuts, writes Dean Obeidallah for @CNNOpinion… https://t.co/PzfT1VwAWI",126
-0.34,Sun Dec 17 16:00:16 +0000 2017,0.882,0.118,@CNN,0.0,"Bernie Sanders has joined the list of lawmakers calling on President Trump to resign, citing the multiple allegatio… https://t.co/HtlsGzjfnW",127
0.5106,Sun Dec 17 15:45:12 +0000 2017,0.852,0.0,@CNN,0.148,A baby born with her heart outside her body has survived three surgeries to insert it back into her chest… https://t.co/MrHTAABsAh,128
0.0,Sun Dec 17 15:30:32 +0000 2017,1.0,0.0,@CNN,0.0,Take a look back at the photos that shaped 2017 https://t.co/FxlEcWRHyZ https://t.co/iE2e4HCytW,129
-0.0772,Sun Dec 17 15:15:29 +0000 2017,0.759,0.127,@CNN,0.114,"Rep. Himes: The President is attacking the FBI; “You have to ask yourself, ‘Why?’” If you're convinced you're innoc… https://t.co/t24I443NcJ",130
0.0,Sun Dec 17 15:00:30 +0000 2017,1.0,0.0,@CNN,0.0,"For the first time, eight planets have been found orbiting a distant star, Kepler-90, 2,545 light-years from Earth,… https://t.co/IP3AsLYMco",131
0.296,Sun Dec 17 14:53:00 +0000 2017,0.891,0.0,@CNN,0.109,Sen.-elect Doug Jones of Alabama doesn’t join the several Senate Democrats calling for President Trump to step down… https://t.co/ISuV4fOE4Z,132
0.296,Sun Dec 17 14:47:00 +0000 2017,0.885,0.0,@CNN,0.115,"Alabama Sen.-elect Doug Jones: ""I'm gonna commit to having a Senate office that reflects the diversity of Alabama.… https://t.co/kwvVAgUrPr",133
0.0,Sun Dec 17 14:45:10 +0000 2017,1.0,0.0,@CNN,0.0,"Prince Harry and Meghan Markle will marry on May 19, 2018, Kensington Palace says https://t.co/jVRSRqwYf6 https://t.co/Cu0RUjhsNq",134
0.2732,Sun Dec 17 14:36:00 +0000 2017,0.89,0.0,@CNN,0.11,Alabama Sen.-elect Doug Jones on if he considers voting with Republicans on certain issues: “Of course I do”… https://t.co/d5sRr3wJkj,135
0.0,Sun Dec 17 14:30:20 +0000 2017,1.0,0.0,@CNN,0.0,The photos that shaped 2017 https://t.co/0gA9dMQ0VS https://t.co/zPpBl2aZy0,136
-0.8316,Sun Dec 17 14:30:06 +0000 2017,0.719,0.281,@CNN,0.0,"""The war on Christmas is over...it will soon be replaced by the war with North Korea"": Saturday Night Live had a sp… https://t.co/kYFbB6vjO9",137
0.0,Sun Dec 17 14:20:21 +0000 2017,1.0,0.0,@CNN,0.0,"Alabama Sen.-elect Doug Jones has a message for Roy Moore: ""It's time to move on. Alabama has spoken."" #CNNSOTU https://t.co/4VLqvsAcFg",138
-0.34,Sun Dec 17 14:19:36 +0000 2017,0.833,0.167,@CNN,0.0,"Alabama Sen.-elect Doug Jones says the ""Mueller investigation is gonna shake down the way it's gonna shake down""… https://t.co/cILeYK7ALg",139
0.4588,Sun Dec 17 17:45:04 +0000 2017,0.85,0.0,@CNN,0.15,"Here's what's in the tax bill for homeowners:
■ Downsized mortgage interest deduction
■ Less reason to itemize
■ Li… https://t.co/M66IVaJMkP",140
0.0164,Sun Dec 17 17:30:31 +0000 2017,0.685,0.156,@CNN,0.159,"Their missions vary greatly: To provide loving homes for orphaned children, feed those in crisis or mend war's psyc… https://t.co/W1XsbAJDGW",141
0.25,Sun Dec 17 17:22:18 +0000 2017,0.895,0.0,@CNN,0.105,"""Do I need a British accent?"" former President Barack Obama jokes before Prince Harry interviews him for a radio sh… https://t.co/rzrdHHlhmw",142
0.4019,Sun Dec 17 17:00:47 +0000 2017,0.881,0.0,@CNN,0.119,"Alabama Senator-elect Doug Jones says it's time to move on from the special election, even though Roy Moore won't c… https://t.co/f8FhRyXZeo",143
0.2584,Sun Dec 17 16:45:10 +0000 2017,0.855,0.0,@CNN,0.145,UK Prime Minister Theresa May 'will not be derailed' on Brexit https://t.co/7JL1uYtLps https://t.co/wnxnGUW2Kt,144
-0.0258,Sun Dec 17 16:30:45 +0000 2017,0.637,0.183,@CNN,0.179,Treasury Secretary Steven Mnuchin says he has no reason to think President Trump will fire special counsel Robert M… https://t.co/IiekN4b6P7,145
-0.0276,Sun Dec 17 16:18:20 +0000 2017,0.752,0.127,@CNN,0.121,"Children's health should be more important than tax cuts, writes Dean Obeidallah for @CNNOpinion… https://t.co/PzfT1VwAWI",146
-0.34,Sun Dec 17 16:00:16 +0000 2017,0.882,0.118,@CNN,0.0,"Bernie Sanders has joined the list of lawmakers calling on President Trump to resign, citing the multiple allegatio… https://t.co/HtlsGzjfnW",147
0.5106,Sun Dec 17 15:45:12 +0000 2017,0.852,0.0,@CNN,0.148,A baby born with her heart outside her body has survived three surgeries to insert it back into her chest… https://t.co/MrHTAABsAh,148
0.0,Sun Dec 17 15:30:32 +0000 2017,1.0,0.0,@CNN,0.0,Take a look back at the photos that shaped 2017 https://t.co/FxlEcWRHyZ https://t.co/iE2e4HCytW,149
-0.0772,Sun Dec 17 15:15:29 +0000 2017,0.759,0.127,@CNN,0.114,"Rep. Himes: The President is attacking the FBI; “You have to ask yourself, ‘Why?’” If you're convinced you're innoc… https://t.co/t24I443NcJ",150
0.0,Sun Dec 17 15:00:30 +0000 2017,1.0,0.0,@CNN,0.0,"For the first time, eight planets have been found orbiting a distant star, Kepler-90, 2,545 light-years from Earth,… https://t.co/IP3AsLYMco",151
0.296,Sun Dec 17 14:53:00 +0000 2017,0.891,0.0,@CNN,0.109,Sen.-elect Doug Jones of Alabama doesn’t join the several Senate Democrats calling for President Trump to step down… https://t.co/ISuV4fOE4Z,152
0.296,Sun Dec 17 14:47:00 +0000 2017,0.885,0.0,@CNN,0.115,"Alabama Sen.-elect Doug Jones: ""I'm gonna commit to having a Senate office that reflects the diversity of Alabama.… https://t.co/kwvVAgUrPr",153
0.0,Sun Dec 17 14:45:10 +0000 2017,1.0,0.0,@CNN,0.0,"Prince Harry and Meghan Markle will marry on May 19, 2018, Kensington Palace says https://t.co/jVRSRqwYf6 https://t.co/Cu0RUjhsNq",154
0.2732,Sun Dec 17 14:36:00 +0000 2017,0.89,0.0,@CNN,0.11,Alabama Sen.-elect Doug Jones on if he considers voting with Republicans on certain issues: “Of course I do”… https://t.co/d5sRr3wJkj,155
0.0,Sun Dec 17 14:30:20 +0000 2017,1.0,0.0,@CNN,0.0,The photos that shaped 2017 https://t.co/0gA9dMQ0VS https://t.co/zPpBl2aZy0,156
-0.8316,Sun Dec 17 14:30:06 +0000 2017,0.719,0.281,@CNN,0.0,"""The war on Christmas is over...it will soon be replaced by the war with North Korea"": Saturday Night Live had a sp… https://t.co/kYFbB6vjO9",157
0.0,Sun Dec 17 14:20:21 +0000 2017,1.0,0.0,@CNN,0.0,"Alabama Sen.-elect Doug Jones has a message for Roy Moore: ""It's time to move on. Alabama has spoken."" #CNNSOTU https://t.co/4VLqvsAcFg",158
-0.34,Sun Dec 17 14:19:36 +0000 2017,0.833,0.167,@CNN,0.0,"Alabama Sen.-elect Doug Jones says the ""Mueller investigation is gonna shake down the way it's gonna shake down""… https://t.co/cILeYK7ALg",159
0.4588,Sun Dec 17 17:45:04 +0000 2017,0.85,0.0,@CNN,0.15,"Here's what's in the tax bill for homeowners:
■ Downsized mortgage interest deduction
■ Less reason to itemize
■ Li… https://t.co/M66IVaJMkP",160
0.0164,Sun Dec 17 17:30:31 +0000 2017,0.685,0.156,@CNN,0.159,"Their missions vary greatly: To provide loving homes for orphaned children, feed those in crisis or mend war's psyc… https://t.co/W1XsbAJDGW",161
0.25,Sun Dec 17 17:22:18 +0000 2017,0.895,0.0,@CNN,0.105,"""Do I need a British accent?"" former President Barack Obama jokes before Prince Harry interviews him for a radio sh… https://t.co/rzrdHHlhmw",162
0.4019,Sun Dec 17 17:00:47 +0000 2017,0.881,0.0,@CNN,0.119,"Alabama Senator-elect Doug Jones says it's time to move on from the special election, even though Roy Moore won't c… https://t.co/f8FhRyXZeo",163
0.2584,Sun Dec 17 16:45:10 +0000 2017,0.855,0.0,@CNN,0.145,UK Prime Minister Theresa May 'will not be derailed' on Brexit https://t.co/7JL1uYtLps https://t.co/wnxnGUW2Kt,164
-0.0258,Sun Dec 17 16:30:45 +0000 2017,0.637,0.183,@CNN,0.179,Treasury Secretary Steven Mnuchin says he has no reason to think President Trump will fire special counsel Robert M… https://t.co/IiekN4b6P7,165
-0.0276,Sun Dec 17 16:18:20 +0000 2017,0.752,0.127,@CNN,0.121,"Children's health should be more important than tax cuts, writes Dean Obeidallah for @CNNOpinion… https://t.co/PzfT1VwAWI",166
-0.34,Sun Dec 17 16:00:16 +0000 2017,0.882,0.118,@CNN,0.0,"Bernie Sanders has joined the list of lawmakers calling on President Trump to resign, citing the multiple allegatio… https://t.co/HtlsGzjfnW",167
0.5106,Sun Dec 17 15:45:12 +0000 2017,0.852,0.0,@CNN,0.148,A baby born with her heart outside her body has survived three surgeries to insert it back into her chest… https://t.co/MrHTAABsAh,168
0.0,Sun Dec 17 15:30:32 +0000 2017,1.0,0.0,@CNN,0.0,Take a look back at the photos that shaped 2017 https://t.co/FxlEcWRHyZ https://t.co/iE2e4HCytW,169
-0.0772,Sun Dec 17 15:15:29 +0000 2017,0.759,0.127,@CNN,0.114,"Rep. Himes: The President is attacking the FBI; “You have to ask yourself, ‘Why?’” If you're convinced you're innoc… https://t.co/t24I443NcJ",170
0.0,Sun Dec 17 15:00:30 +0000 2017,1.0,0.0,@CNN,0.0,"For the first time, eight planets have been found orbiting a distant star, Kepler-90, 2,545 light-years from Earth,… https://t.co/IP3AsLYMco",171
0.296,Sun Dec 17 14:53:00 +0000 2017,0.891,0.0,@CNN,0.109,Sen.-elect Doug Jones of Alabama doesn’t join the several Senate Democrats calling for President Trump to step down… https://t.co/ISuV4fOE4Z,172
0.296,Sun Dec 17 14:47:00 +0000 2017,0.885,0.0,@CNN,0.115,"Alabama Sen.-elect Doug Jones: ""I'm gonna commit to having a Senate office that reflects the diversity of Alabama.… https://t.co/kwvVAgUrPr",173
0.0,Sun Dec 17 14:45:10 +0000 2017,1.0,0.0,@CNN,0.0,"Prince Harry and Meghan Markle will marry on May 19, 2018, Kensington Palace says https://t.co/jVRSRqwYf6 https://t.co/Cu0RUjhsNq",174
0.2732,Sun Dec 17 14:36:00 +0000 2017,0.89,0.0,@CNN,0.11,Alabama Sen.-elect Doug Jones on if he considers voting with Republicans on certain issues: “Of course I do”… https://t.co/d5sRr3wJkj,175
0.0,Sun Dec 17 14:30:20 +0000 2017,1.0,0.0,@CNN,0.0,The photos that shaped 2017 https://t.co/0gA9dMQ0VS https://t.co/zPpBl2aZy0,176
-0.8316,Sun Dec 17 14:30:06 +0000 2017,0.719,0.281,@CNN,0.0,"""The war on Christmas is over...it will soon be replaced by the war with North Korea"": Saturday Night Live had a sp… https://t.co/kYFbB6vjO9",177
0.0,Sun Dec 17 14:20:21 +0000 2017,1.0,0.0,@CNN,0.0,"Alabama Sen.-elect Doug Jones has a message for Roy Moore: ""It's time to move on. Alabama has spoken."" #CNNSOTU https://t.co/4VLqvsAcFg",178
-0.34,Sun Dec 17 14:19:36 +0000 2017,0.833,0.167,@CNN,0.0,"Alabama Sen.-elect Doug Jones says the ""Mueller investigation is gonna shake down the way it's gonna shake down""… https://t.co/cILeYK7ALg",179
0.4588,Sun Dec 17 17:45:04 +0000 2017,0.85,0.0,@CNN,0.15,"Here's what's in the tax bill for homeowners:
■ Downsized mortgage interest deduction
■ Less reason to itemize
■ Li… https://t.co/M66IVaJMkP",180
0.0164,Sun Dec 17 17:30:31 +0000 2017,0.685,0.156,@CNN,0.159,"Their missions vary greatly: To provide loving homes for orphaned children, feed those in crisis or mend war's psyc… https://t.co/W1XsbAJDGW",181
0.25,Sun Dec 17 17:22:18 +0000 2017,0.895,0.0,@CNN,0.105,"""Do I need a British accent?"" former President Barack Obama jokes before Prince Harry interviews him for a radio sh… https://t.co/rzrdHHlhmw",182
0.4019,Sun Dec 17 17:00:47 +0000 2017,0.881,0.0,@CNN,0.119,"Alabama Senator-elect Doug Jones says it's time to move on from the special election, even though Roy Moore won't c… https://t.co/f8FhRyXZeo",183
0.2584,Sun Dec 17 16:45:10 +0000 2017,0.855,0.0,@CNN,0.145,UK Prime Minister Theresa May 'will not be derailed' on Brexit https://t.co/7JL1uYtLps https://t.co/wnxnGUW2Kt,184
-0.0258,Sun Dec 17 16:30:45 +0000 2017,0.637,0.183,@CNN,0.179,Treasury Secretary Steven Mnuchin says he has no reason to think President Trump will fire special counsel Robert M… https://t.co/IiekN4b6P7,185
-0.0276,Sun Dec 17 16:18:20 +0000 2017,0.752,0.127,@CNN,0.121,"Children's health should be more important than tax cuts, writes Dean Obeidallah for @CNNOpinion… https://t.co/PzfT1VwAWI",186
-0.34,Sun Dec 17 16:00:16 +0000 2017,0.882,0.118,@CNN,0.0,"Bernie Sanders has joined the list of lawmakers calling on President Trump to resign, citing the multiple allegatio… https://t.co/HtlsGzjfnW",187
0.5106,Sun Dec 17 15:45:12 +0000 2017,0.852,0.0,@CNN,0.148,A baby born with her heart outside her body has survived three surgeries to insert it back into her chest… https://t.co/MrHTAABsAh,188
0.0,Sun Dec 17 15:30:32 +0000 2017,1.0,0.0,@CNN,0.0,Take a look back at the photos that shaped 2017 https://t.co/FxlEcWRHyZ https://t.co/iE2e4HCytW,189
-0.0772,Sun Dec 17 15:15:29 +0000 2017,0.759,0.127,@CNN,0.114,"Rep. Himes: The President is attacking the FBI; “You have to ask yourself, ‘Why?’” If you're convinced you're innoc… https://t.co/t24I443NcJ",190
0.0,Sun Dec 17 15:00:30 +0000 2017,1.0,0.0,@CNN,0.0,"For the first time, eight planets have been found orbiting a distant star, Kepler-90, 2,545 light-years from Earth,… https://t.co/IP3AsLYMco",191
0.296,Sun Dec 17 14:53:00 +0000 2017,0.891,0.0,@CNN,0.109,Sen.-elect Doug Jones of Alabama doesn’t join the several Senate Democrats calling for President Trump to step down… https://t.co/ISuV4fOE4Z,192
0.296,Sun Dec 17 14:47:00 +0000 2017,0.885,0.0,@CNN,0.115,"Alabama Sen.-elect Doug Jones: ""I'm gonna commit to having a Senate office that reflects the diversity of Alabama.… https://t.co/kwvVAgUrPr",193
0.0,Sun Dec 17 14:45:10 +0000 2017,1.0,0.0,@CNN,0.0,"Prince Harry and Meghan Markle will marry on May 19, 2018, Kensington Palace says https://t.co/jVRSRqwYf6 https://t.co/Cu0RUjhsNq",194
0.2732,Sun Dec 17 14:36:00 +0000 2017,0.89,0.0,@CNN,0.11,Alabama Sen.-elect Doug Jones on if he considers voting with Republicans on certain issues: “Of course I do”… https://t.co/d5sRr3wJkj,195
0.0,Sun Dec 17 14:30:20 +0000 2017,1.0,0.0,@CNN,0.0,The photos that shaped 2017 https://t.co/0gA9dMQ0VS https://t.co/zPpBl2aZy0,196
-0.8316,Sun Dec 17 14:30:06 +0000 2017,0.719,0.281,@CNN,0.0,"""The war on Christmas is over...it will soon be replaced by the war with North Korea"": Saturday Night Live had a sp… https://t.co/kYFbB6vjO9",197
0.0,Sun Dec 17 14:20:21 +0000 2017,1.0,0.0,@CNN,0.0,"Alabama Sen.-elect Doug Jones has a message for Roy Moore: ""It's time to move on. Alabama has spoken."" #CNNSOTU https://t.co/4VLqvsAcFg",198
-0.34,Sun Dec 17 14:19:36 +0000 2017,0.833,0.167,@CNN,0.0,"Alabama Sen.-elect Doug Jones says the ""Mueller investigation is gonna shake down the way it's gonna shake down""… https://t.co/cILeYK7ALg",199
0.2732,Sun Dec 17 17:34:28 +0000 2017,0.909,0.0,@CBSNews,0.091,"Sen. John McCain is ""doing well"" and is ""looking forward to heading back home to Arizona for the holidays,"" his son… https://t.co/THO8eLo7oJ",0
0.4019,Sun Dec 17 17:20:01 +0000 2017,0.863,0.0,@CBSNews,0.137,Sen. Bernie Sanders joined @FaceTheNation to discuss the GOP tax bill and the special election in Alabama… https://t.co/kqI5WzIAwg,1
0.0,Sun Dec 17 17:04:41 +0000 2017,1.0,0.0,@CBSNews,0.0,White House @PressSec Sarah Huckabee Sanders confirms on Twitter that President Trump spoke with Russian President… https://t.co/lT0GxQHWoz,2
0.0,Sun Dec 17 17:00:02 +0000 2017,1.0,0.0,@CBSNews,0.0,"Michael McDonald is back with ""Wide Open"" and at 65, the singer-songwriter is still soft-rock royalty with this lat… https://t.co/suaW8JKxSD",3
