Compound,Date,Negative,Neutral,News Source,Positive,Tweet Text,Tweets Ago
0.4404,Sun Dec 17 16:45:13 +0000 2017,0.868,0.0,@nytimes,0.132,The altitude is called the “death zone” for good reason. Climbing Everest is a formidable feat. The only thing more… https://t.co/IBmjk4b81l,132
-0.3612,Sun Dec 17 16:30:14 +0000 2017,0.878,0.122,@nytimes,0.0,"Since Hurricane Maria steamrollered Puerto Rico, the day-to-day job of digging out has fallen largely to island res… https://t.co/dOsP1VzSlj",133
0.2263,Sun Dec 17 16:15:06 +0000 2017,0.8,0.08,@nytimes,0.12,An Australian man was charged with trying to help North Korea sell its missile and other military technology abroad https://t.co/XPRYg37Bwx,134
-0.3182,Sun Dec 17 16:00:03 +0000 2017,0.82,0.18,@nytimes,0.0,The ACLU is asking a judge to stop the government from preventing 2 undocumented teenagers from seeking abortions https://t.co/ORwKJBNJU8,135
0.0,Sun Dec 17 15:45:06 +0000 2017,1.0,0.0,@nytimes,0.0,He is the fifth member of Congress to step aside in the past 2 weeks as part of the national reckoning over sexual… https://t.co/w7WSZqWs3k,136
-0.5423,Sun Dec 17 15:30:14 +0000 2017,0.844,0.156,@nytimes,0.0,"“I think most Americans would be outraged to know that they are subsidizing sexual predators in the tax code"" https://t.co/MODkz4CTEr",137
0.5719,Sun Dec 17 15:23:14 +0000 2017,0.844,0.0,@nytimes,0.156,"RT @nytvideo: Sequins. Leather. Skates. Our five-video series celebrates dancing around the world, from the asphalt streets of Tokyo to a s…",138
0.0,Sun Dec 17 15:15:06 +0000 2017,1.0,0.0,@nytimes,0.0,Figure out where your taxes are going with our interactive calculator https://t.co/PovzWGL88l,139
0.128,Sun Dec 17 17:45:05 +0000 2017,0.741,0.116,@nytimes,0.143,"President Trump's lawyer accused the special counsel of improperly obtaining transition emails, a charge Robert Mue… https://t.co/RsOU65qrgX",140
-0.0258,Sun Dec 17 17:30:06 +0000 2017,0.558,0.2,@nytimes,0.242,"“If we treat the dead like garbage, then the living are just walking garbage"" https://t.co/02ZcZGJPWY",141
0.0,Sun Dec 17 17:20:41 +0000 2017,1.0,0.0,@nytimes,0.0,RT @nytimesworld: Chile’s presidential election is the first in a series that will alter the political trajectory of Latin America. Voters…,142
0.7609,Sun Dec 17 17:11:43 +0000 2017,0.6,0.102,@nytimes,0.298,"For women, the burden of caring for children can be so great that many opt to be sterilized. https://t.co/sih8vOdYKk https://t.co/VOkLi9AyNW",143
-0.8779,Sun Dec 17 17:10:05 +0000 2017,0.641,0.359,@nytimes,0.0,"When this baby died, severe malnutrition was listed as the cause of death — rare in Venezuela. “In some public hosp… https://t.co/8Xcc8jnuwX",144
-0.2846,Sun Dec 17 17:08:04 +0000 2017,0.907,0.093,@nytimes,0.0,"Oriana Caraballo couldn’t bear the pain of watching her kids go hungry. She was about to hang herself, but then she… https://t.co/H5Fsxn0YOG",145
0.0,Sun Dec 17 17:06:29 +0000 2017,1.0,0.0,@nytimes,0.0,"Esteban’s mother couldn’t breast-feed him, so a neighbor did it. The baby was rushed to a hospital weighing 4 pound… https://t.co/YkDLVfVqNd",146
0.6369,Sun Dec 17 17:04:49 +0000 2017,0.819,0.0,@nytimes,0.181,"“Your mamá is here with you, my daughter — and I love you,” Albiannys Castillo told her baby girl. The 5-month-old… https://t.co/o48WDtbtOF",147
-0.2263,Sun Dec 17 17:03:21 +0000 2017,0.704,0.169,@nytimes,0.127,"Kenyerber Aquino Merchán was born healthy: 6 pounds 7 ounces. At 17 months old, he starved to death.… https://t.co/OOiwWFAOTh",148
-0.4767,Sun Dec 17 17:02:12 +0000 2017,0.76,0.24,@nytimes,0.0,"In the last 3 years, Venezuela’s economy has collapsed. Now, hunger grips the nation. https://t.co/sih8vOdYKk https://t.co/Zi3hijwNm0",149
-0.3506,Sun Dec 17 17:00:04 +0000 2017,0.886,0.114,@nytimes,0.0,"“Sometimes they die in your arms just from dehydration.” Children in Venezuela are dying of malnutrition, but the g… https://t.co/aZXotKRtrN",150
0.0,Sun Dec 17 16:52:03 +0000 2017,1.0,0.0,@nytimes,0.0,"RT @nytimesarts: Oxford Dictionaries chose ""youthquake"" as the international Word of the Year. What would your choice be and why? https://t…",151
0.4404,Sun Dec 17 16:45:13 +0000 2017,0.868,0.0,@nytimes,0.132,The altitude is called the “death zone” for good reason. Climbing Everest is a formidable feat. The only thing more… https://t.co/IBmjk4b81l,152
-0.3612,Sun Dec 17 16:30:14 +0000 2017,0.878,0.122,@nytimes,0.0,"Since Hurricane Maria steamrollered Puerto Rico, the day-to-day job of digging out has fallen largely to island res… https://t.co/dOsP1VzSlj",153
0.2263,Sun Dec 17 16:15:06 +0000 2017,0.8,0.08,@nytimes,0.12,An Australian man was charged with trying to help North Korea sell its missile and other military technology abroad https://t.co/XPRYg37Bwx,154
-0.3182,Sun Dec 17 16:00:03 +0000 2017,0.82,0.18,@nytimes,0.0,The ACLU is asking a judge to stop the government from preventing 2 undocumented teenagers from seeking abortions https://t.co/ORwKJBNJU8,155
0.0,Sun Dec 17 15:45:06 +0000 2017,1.0,0.0,@nytimes,0.0,He is the fifth member of Congress to step aside in the past 2 weeks as part of the national reckoning over sexual… https://t.co/w7WSZqWs3k,156
-0.5423,Sun Dec 17 15:30:14 +0000 2017,0.844,0.156,@nytimes,0.0,"“I think most Americans would be outraged to know that they are subsidizing sexual predators in the tax code"" https://t.co/MODkz4CTEr",157
0.5719,Sun Dec 17 15:23:14 +0000 2017,0.844,0.0,@nytimes,0.156,"RT @nytvideo: Sequins. Leather. Skates. Our five-video series celebrates dancing around the world, from the asphalt streets of Tokyo to a s…",158
0.0,Sun Dec 17 15:15:06 +0000 2017,1.0,0.0,@nytimes,0.0,Figure out where your taxes are going with our interactive calculator https://t.co/PovzWGL88l,159
0.128,Sun Dec 17 17:45:05 +0000 2017,0.741,0.116,@nytimes,0.143,"President Trump's lawyer accused the special counsel of improperly obtaining transition emails, a charge Robert Mue… https://t.co/RsOU65qrgX",160
-0.0258,Sun Dec 17 17:30:06 +0000 2017,0.558,0.2,@nytimes,0.242,"“If we treat the dead like garbage, then the living are just walking garbage"" https://t.co/02ZcZGJPWY",161
0.0,Sun Dec 17 17:20:41 +0000 2017,1.0,0.0,@nytimes,0.0,RT @nytimesworld: Chile’s presidential election is the first in a series that will alter the political trajectory of Latin America. Voters…,162
0.7609,Sun Dec 17 17:11:43 +0000 2017,0.6,0.102,@nytimes,0.298,"For women, the burden of caring for children can be so great that many opt to be sterilized. https://t.co/sih8vOdYKk https://t.co/VOkLi9AyNW",163
-0.8779,Sun Dec 17 17:10:05 +0000 2017,0.641,0.359,@nytimes,0.0,"When this baby died, severe malnutrition was listed as the cause of death — rare in Venezuela. “In some public hosp… https://t.co/8Xcc8jnuwX",164
-0.2846,Sun Dec 17 17:08:04 +0000 2017,0.907,0.093,@nytimes,0.0,"Oriana Caraballo couldn’t bear the pain of watching her kids go hungry. She was about to hang herself, but then she… https://t.co/H5Fsxn0YOG",165
0.0,Sun Dec 17 17:06:29 +0000 2017,1.0,0.0,@nytimes,0.0,"Esteban’s mother couldn’t breast-feed him, so a neighbor did it. The baby was rushed to a hospital weighing 4 pound… https://t.co/YkDLVfVqNd",166
0.6369,Sun Dec 17 17:04:49 +0000 2017,0.819,0.0,@nytimes,0.181,"“Your mamá is here with you, my daughter — and I love you,” Albiannys Castillo told her baby girl. The 5-month-old… https://t.co/o48WDtbtOF",167
-0.2263,Sun Dec 17 17:03:21 +0000 2017,0.704,0.169,@nytimes,0.127,"Kenyerber Aquino Merchán was born healthy: 6 pounds 7 ounces. At 17 months old, he starved to death.… https://t.co/OOiwWFAOTh",168
-0.4767,Sun Dec 17 17:02:12 +0000 2017,0.76,0.24,@nytimes,0.0,"In the last 3 years, Venezuela’s economy has collapsed. Now, hunger grips the nation. https://t.co/sih8vOdYKk https://t.co/Zi3hijwNm0",169
-0.3506,Sun Dec 17 17:00:04 +0000 2017,0.886,0.114,@nytimes,0.0,"“Sometimes they die in your arms just from dehydration.” Children in Venezuela are dying of malnutrition, but the g… https://t.co/aZXotKRtrN",170
0.0,Sun Dec 17 16:52:03 +0000 2017,1.0,0.0,@nytimes,0.0,"RT @nytimesarts: Oxford Dictionaries chose ""youthquake"" as the international Word of the Year. What would your choice be and why? https://t…",171
0.4404,Sun Dec 17 16:45:13 +0000 2017,0.868,0.0,@nytimes,0.132,The altitude is called the “death zone” for good reason. Climbing Everest is a formidable feat. The only thing more… https://t.co/IBmjk4b81l,172
-0.3612,Sun Dec 17 16:30:14 +0000 2017,0.878,0.122,@nytimes,0.0,"Since Hurricane Maria steamrollered Puerto Rico, the day-to-day job of digging out has fallen largely to island res… https://t.co/dOsP1VzSlj",173
0.2263,Sun Dec 17 16:15:06 +0000 2017,0.8,0.08,@nytimes,0.12,An Australian man was charged with trying to help North Korea sell its missile and other military technology abroad https://t.co/XPRYg37Bwx,174
-0.3182,Sun Dec 17 16:00:03 +0000 2017,0.82,0.18,@nytimes,0.0,The ACLU is asking a judge to stop the government from preventing 2 undocumented teenagers from seeking abortions https://t.co/ORwKJBNJU8,175
0.0,Sun Dec 17 15:45:06 +0000 2017,1.0,0.0,@nytimes,0.0,He is the fifth member of Congress to step aside in the past 2 weeks as part of the national reckoning over sexual… https://t.co/w7WSZqWs3k,176
-0.5423,Sun Dec 17 15:30:14 +0000 2017,0.844,0.156,@nytimes,0.0,"“I think most Americans would be outraged to know that they are subsidizing sexual predators in the tax code"" https://t.co/MODkz4CTEr",177
0.5719,Sun Dec 17 15:23:14 +0000 2017,0.844,0.0,@nytimes,0.156,"RT @nytvideo: Sequins. Leather. Skates. Our five-video series celebrates dancing around the world, from the asphalt streets of Tokyo to a s…",178
0.0,Sun Dec 17 15:15:06 +0000 2017,1.0,0.0,@nytimes,0.0,Figure out where your taxes are going with our interactive calculator https://t.co/PovzWGL88l,179
0.128,Sun Dec 17 17:45:05 +0000 2017,0.741,0.116,@nytimes,0.143,"President Trump's lawyer accused the special counsel of improperly obtaining transition emails, a charge Robert Mue… https://t.co/RsOU65qrgX",180
-0.0258,Sun Dec 17 17:30:06 +0000 2017,0.558,0.2,@nytimes,0.242,"“If we treat the dead like garbage, then the living are just walking garbage"" https://t.co/02ZcZGJPWY",181
0.0,Sun Dec 17 17:20:41 +0000 2017,1.0,0.0,@nytimes,0.0,RT @nytimesworld: Chile’s presidential election is the first in a series that will alter the political trajectory of Latin America. Voters…,182
0.7609,Sun Dec 17 17:11:43 +0000 2017,0.6,0.102,@nytimes,0.298,"For women, the burden of caring for children can be so great that many opt to be sterilized. https://t.co/sih8vOdYKk https://t.co/VOkLi9AyNW",183
-0.8779,Sun Dec 17 17:10:05 +0000 2017,0.641,0.359,@nytimes,0.0,"When this baby died, severe malnutrition was listed as the cause of death — rare in Venezuela. “In some public hosp… https://t.co/8Xcc8jnuwX",184
-0.2846,Sun Dec 17 17:08:04 +0000 2017,0.907,0.093,@nytimes,0.0,"Oriana Caraballo couldn’t bear the pain of watching her kids go hungry. She was about to hang herself, but then she… https://t.co/H5Fsxn0YOG",185
0.0,Sun Dec 17 17:06:29 +0000 2017,1.0,0.0,@nytimes,0.0,"Esteban’s mother couldn’t breast-feed him, so a neighbor did it. The baby was rushed to a hospital weighing 4 pound… https://t.co/YkDLVfVqNd",186
0.6369,Sun Dec 17 17:04:49 +0000 2017,0.819,0.0,@nytimes,0.181,"“Your mamá is here with you, my daughter — and I love you,” Albiannys Castillo told her baby girl. The 5-month-old… https://t.co/o48WDtbtOF",187
-0.2263,Sun Dec 17 17:03:21 +0000 2017,0.704,0.169,@nytimes,0.127,"Kenyerber Aquino Merchán was born healthy: 6 pounds 7 ounces. At 17 months old, he starved to death.… https://t.co/OOiwWFAOTh",188
-0.4767,Sun Dec 17 17:02:12 +0000 2017,0.76,0.24,@nytimes,0.0,"In the last 3 years, Venezuela’s economy has collapsed. Now, hunger grips the nation. https://t.co/sih8vOdYKk https://t.co/Zi3hijwNm0",189
-0.3506,Sun Dec 17 17:00:04 +0000 2017,0.886,0.114,@nytimes,0.0,"“Sometimes they die in your arms just from dehydration.” Children in Venezuela are dying of malnutrition, but the g… https://t.co/aZXotKRtrN",190
0.0,Sun Dec 17 16:52:03 +0000 2017,1.0,0.0,@nytimes,0.0,"RT @nytimesarts: Oxford Dictionaries chose ""youthquake"" as the international Word of the Year. What would your choice be and why? https://t…",191
0.4404,Sun Dec 17 16:45:13 +0000 2017,0.868,0.0,@nytimes,0.132,The altitude is called the “death zone” for good reason. Climbing Everest is a formidable feat. The only thing more… https://t.co/IBmjk4b81l,192
-0.3612,Sun Dec 17 16:30:14 +0000 2017,0.878,0.122,@nytimes,0.0,"Since Hurricane Maria steamrollered Puerto Rico, the day-to-day job of digging out has fallen largely to island res… https://t.co/dOsP1VzSlj",193
0.2263,Sun Dec 17 16:15:06 +0000 2017,0.8,0.08,@nytimes,0.12,An Australian man was charged with trying to help North Korea sell its missile and other military technology abroad https://t.co/XPRYg37Bwx,194
-0.3182,Sun Dec 17 16:00:03 +0000 2017,0.82,0.18,@nytimes,0.0,The ACLU is asking a judge to stop the government from preventing 2 undocumented teenagers from seeking abortions https://t.co/ORwKJBNJU8,195
0.0,Sun Dec 17 15:45:06 +0000 2017,1.0,0.0,@nytimes,0.0,He is the fifth member of Congress to step aside in the past 2 weeks as part of the national reckoning over sexual… https://t.co/w7WSZqWs3k,196
-0.5423,Sun Dec 17 15:30:14 +0000 2017,0.844,0.156,@nytimes,0.0,"“I think most Americans would be outraged to know that they are subsidizing sexual predators in the tax code"" https://t.co/MODkz4CTEr",197
0.5719,Sun Dec 17 15:23:14 +0000 2017,0.844,0.0,@nytimes,0.156,"RT @nytvideo: Sequins. Leather. Skates. Our five-video series celebrates dancing around the world, from the asphalt streets of Tokyo to a s…",198
0.0,Sun Dec 17 15:15:06 +0000 2017,1.0,0.0,@nytimes,0.0,Figure out where your taxes are going with our interactive calculator https://t.co/PovzWGL88l,199
0.0,Sun Dec 17 17:40:02 +0000 2017,1.0,0.0,@WSJ,0.0,A small club in suburban Chicago bought a ski jump for $1. The investment may yield three Olympians https://t.co/LTHuWmBYZz,0
-0.296,Sun Dec 17 17:22:31 +0000 2017,0.891,0.109,@WSJ,0.0,"No federal law requires home sellers to disclose if their properties have been flooded. Instead, state laws govern… https://t.co/P7Xep6uUH6",1
0.0,Sun Dec 17 17:00:02 +0000 2017,1.0,0.0,@WSJ,0.0,Dianne Feinstein says she sees another ‘year of the woman’ in the making after 6 lawmakers have said they would lea… https://t.co/h5RLFSpzqp,2
0.0,Sun Dec 17 16:45:09 +0000 2017,1.0,0.0,@WSJ,0.0,"Taxes look to be just one of many factors in Americans’ decisions about where to live, so impact of state dedecutio… https://t.co/716Wku6eSR",3
-0.3182,Sun Dec 17 16:30:07 +0000 2017,0.67,0.196,@WSJ,0.134,"Banks offer to spice up some deals with leverage, a strategy popular before the financial crisis https://t.co/h5x3G3TbTm",4
-0.4703,Sun Dec 17 16:20:05 +0000 2017,0.548,0.31,@WSJ,0.142,The holidays are here—and so are the meaningless games with ridiculous names https://t.co/V5ZjYBBw6C,5
0.6369,Sun Dec 17 16:00:22 +0000 2017,0.658,0.0,@WSJ,0.342,What fuel makers won’t do with profits from tax overhaul: expand https://t.co/JDnvvDvoWq,6
-0.875,Sun Dec 17 15:40:07 +0000 2017,0.438,0.562,@WSJ,0.0,Eight killed in suicide bombing at Pakistan church https://t.co/ffK3LRB9QY,7
0.5106,Sun Dec 17 15:20:03 +0000 2017,0.837,0.0,@WSJ,0.163,"Without FCC rules, tech and media giants are free to consolidate, upsell and—hopefully—build more pipelines to incr… https://t.co/hbn0ZOa2YX",8
0.3818,Sun Dec 17 15:00:20 +0000 2017,0.88,0.0,@WSJ,0.12,"Policymakers are looking at overhauls of Fannie Mae and Freddie Mac, retreating on promises to wind down the mortga… https://t.co/9NK0HTpozf",9
0.4019,Sun Dec 17 14:45:07 +0000 2017,0.816,0.0,@WSJ,0.184,Package-delivery companies are bracing for the busiest week of the holiday season https://t.co/72Bzt1tquD,10
-0.2263,Sun Dec 17 14:30:06 +0000 2017,0.793,0.123,@WSJ,0.084,The ANC said Sunday it disqualified nearly 500 delegates from voting at its leadership conference as it prepared to… https://t.co/U7u0ENKCKb,11
0.0772,Sun Dec 17 14:07:02 +0000 2017,0.925,0.0,@WSJ,0.075,"Voters increasingly want Democrats to control Congress after 2018 midterm elections, a new WSJ/NBC News poll shows https://t.co/xHpzfnIw8x",12
0.0,Sun Dec 17 14:00:07 +0000 2017,1.0,0.0,@WSJ,0.0,The Bank of Japan has pumped a staggering $4 trillion into the financial system over nearly five years and dropped… https://t.co/gMk9Z6cERe,13
0.128,Sun Dec 17 13:57:04 +0000 2017,0.903,0.0,@WSJ,0.097,French defense company Thales to buy chip maker Gemalto for $5.64 billion in cash https://t.co/o3Melh3gVk,14
0.0,Sun Dec 17 13:30:11 +0000 2017,1.0,0.0,@WSJ,0.0,Ten of the 16 Chinese firms debuting on the New York Stock Exchange or Nasdaq this year are trading below their IPO… https://t.co/JyXi8eUCsw,15
-0.3612,Sun Dec 17 13:00:17 +0000 2017,0.829,0.171,@WSJ,0.0,"Hurricanes in Florida, Texas and Puerto Rico underscored the risks of flooding, and the lengthy and costly process… https://t.co/NtIItKRXq2",16
-0.6369,Sun Dec 17 12:30:04 +0000 2017,0.743,0.257,@WSJ,0.0,"After decades of scandal, a new wave of sexual harrassment accusations has D.C. legislators on the run https://t.co/zJw7i72a8i",17
-0.7003,Sun Dec 17 12:03:04 +0000 2017,0.775,0.225,@WSJ,0.0,Rising food prices are squeezing grocers. But they aren't charging much more in stores out of fear of losing your b… https://t.co/CMkYA5tD7P,18
0.0,Sun Dec 17 11:30:18 +0000 2017,1.0,0.0,@WSJ,0.0,"Verizon will make NFL games available on its apps for smartphones and tablets, regardless of a customer’s mobile ca… https://t.co/fy8xbyyoFx",19
0.0,Sun Dec 17 17:40:02 +0000 2017,1.0,0.0,@WSJ,0.0,A small club in suburban Chicago bought a ski jump for $1. The investment may yield three Olympians https://t.co/LTHuWmBYZz,20
-0.296,Sun Dec 17 17:22:31 +0000 2017,0.891,0.109,@WSJ,0.0,"No federal law requires home sellers to disclose if their properties have been flooded. Instead, state laws govern… https://t.co/P7Xep6uUH6",21
0.0,Sun Dec 17 17:00:02 +0000 2017,1.0,0.0,@WSJ,0.0,Dianne Feinstein says she sees another ‘year of the woman’ in the making after 6 lawmakers have said they would lea… https://t.co/h5RLFSpzqp,22
0.0,Sun Dec 17 16:45:09 +0000 2017,1.0,0.0,@WSJ,0.0,"Taxes look to be just one of many factors in Americans’ decisions about where to live, so impact of state dedecutio… https://t.co/716Wku6eSR",23
-0.3182,Sun Dec 17 16:30:07 +0000 2017,0.67,0.196,@WSJ,0.134,"Banks offer to spice up some deals with leverage, a strategy popular before the financial crisis https://t.co/h5x3G3TbTm",24
-0.4703,Sun Dec 17 16:20:05 +0000 2017,0.548,0.31,@WSJ,0.142,The holidays are here—and so are the meaningless games with ridiculous names https://t.co/V5ZjYBBw6C,25
0.6369,Sun Dec 17 16:00:22 +0000 2017,0.658,0.0,@WSJ,0.342,What fuel makers won’t do with profits from tax overhaul: expand https://t.co/JDnvvDvoWq,26
-0.875,Sun Dec 17 15:40:07 +0000 2017,0.438,0.562,@WSJ,0.0,Eight killed in suicide bombing at Pakistan church https://t.co/ffK3LRB9QY,27
0.5106,Sun Dec 17 15:20:03 +0000 2017,0.837,0.0,@WSJ,0.163,"Without FCC rules, tech and media giants are free to consolidate, upsell and—hopefully—build more pipelines to incr… https://t.co/hbn0ZOa2YX",28
0.3818,Sun Dec 17 15:00:20 +0000 2017,0.88,0.0,@WSJ,0.12,"Policymakers are looking at overhauls of Fannie Mae and Freddie Mac, retreating on promises to wind down the mortga… https://t.co/9NK0HTpozf",29
0.4019,Sun Dec 17 14:45:07 +0000 2017,0.816,0.0,@WSJ,0.184,Package-delivery companies are bracing for the busiest week of the holiday season https://t.co/72Bzt1tquD,30
-0.2263,Sun Dec 17 14:30:06 +0000 2017,0.793,0.123,@WSJ,0.084,The ANC said Sunday it disqualified nearly 500 delegates from voting at its leadership conference as it prepared to… https://t.co/U7u0ENKCKb,31
0.0772,Sun Dec 17 14:07:02 +0000 2017,0.925,0.0,@WSJ,0.075,"Voters increasingly want Democrats to control Congress after 2018 midterm elections, a new WSJ/NBC News poll shows https://t.co/xHpzfnIw8x",32
0.0,Sun Dec 17 14:00:07 +0000 2017,1.0,0.0,@WSJ,0.0,The Bank of Japan has pumped a staggering $4 trillion into the financial system over nearly five years and dropped… https://t.co/gMk9Z6cERe,33
0.128,Sun Dec 17 13:57:04 +0000 2017,0.903,0.0,@WSJ,0.097,French defense company Thales to buy chip maker Gemalto for $5.64 billion in cash https://t.co/o3Melh3gVk,34
0.0,Sun Dec 17 13:30:11 +0000 2017,1.0,0.0,@WSJ,0.0,Ten of the 16 Chinese firms debuting on the New York Stock Exchange or Nasdaq this year are trading below their IPO… https://t.co/JyXi8eUCsw,35
-0.3612,Sun Dec 17 13:00:17 +0000 2017,0.829,0.171,@WSJ,0.0,"Hurricanes in Florida, Texas and Puerto Rico underscored the risks of flooding, and the lengthy and costly process… https://t.co/NtIItKRXq2",36
-0.6369,Sun Dec 17 12:30:04 +0000 2017,0.743,0.257,@WSJ,0.0,"After decades of scandal, a new wave of sexual harrassment accusations has D.C. legislators on the run https://t.co/zJw7i72a8i",37
-0.7003,Sun Dec 17 12:03:04 +0000 2017,0.775,0.225,@WSJ,0.0,Rising food prices are squeezing grocers. But they aren't charging much more in stores out of fear of losing your b… https://t.co/CMkYA5tD7P,38
0.0,Sun Dec 17 11:30:18 +0000 2017,1.0,0.0,@WSJ,0.0,"Verizon will make NFL games available on its apps for smartphones and tablets, regardless of a customer’s mobile ca… https://t.co/fy8xbyyoFx",39
0.0,Sun Dec 17 17:40:02 +0000 2017,1.0,0.0,@WSJ,0.0,A small club in suburban Chicago bought a ski jump for $1. The investment may yield three Olympians https://t.co/LTHuWmBYZz,40
-0.296,Sun Dec 17 17:22:31 +0000 2017,0.891,0.109,@WSJ,0.0,"No federal law requires home sellers to disclose if their properties have been flooded. Instead, state laws govern… https://t.co/P7Xep6uUH6",41
0.0,Sun Dec 17 17:00:02 +0000 2017,1.0,0.0,@WSJ,0.0,Dianne Feinstein says she sees another ‘year of the woman’ in the making after 6 lawmakers have said they would lea… https://t.co/h5RLFSpzqp,42
0.0,Sun Dec 17 16:45:09 +0000 2017,1.0,0.0,@WSJ,0.0,"Taxes look to be just one of many factors in Americans’ decisions about where to live, so impact of state dedecutio… https://t.co/716Wku6eSR",43
-0.3182,Sun Dec 17 16:30:07 +0000 2017,0.67,0.196,@WSJ,0.134,"Banks offer to spice up some deals with leverage, a strategy popular before the financial crisis https://t.co/h5x3G3TbTm",44
-0.4703,Sun Dec 17 16:20:05 +0000 2017,0.548,0.31,@WSJ,0.142,The holidays are here—and so are the meaningless games with ridiculous names https://t.co/V5ZjYBBw6C,45
0.6369,Sun Dec 17 16:00:22 +0000 2017,0.658,0.0,@WSJ,0.342,What fuel makers won’t do with profits from tax overhaul: expand https://t.co/JDnvvDvoWq,46
-0.875,Sun Dec 17 15:40:07 +0000 2017,0.438,0.562,@WSJ,0.0,Eight killed in suicide bombing at Pakistan church https://t.co/ffK3LRB9QY,47
0.5106,Sun Dec 17 15:20:03 +0000 2017,0.837,0.0,@WSJ,0.163,"Without FCC rules, tech and media giants are free to consolidate, upsell and—hopefully—build more pipelines to incr… https://t.co/hbn0ZOa2YX",48
0.3818,Sun Dec 17 15:00:20 +0000 2017,0.88,0.0,@WSJ,0.12,"Policymakers are looking at overhauls of Fannie Mae and Freddie Mac, retreating on promises to wind down the mortga… https://t.co/9NK0HTpozf",49
0.4019,Sun Dec 17 14:45:07 +0000 2017,0.816,0.0,@WSJ,0.184,Package-delivery companies are bracing for the busiest week of the holiday season https://t.co/72Bzt1tquD,50
-0.2263,Sun Dec 17 14:30:06 +0000 2017,0.793,0.123,@WSJ,0.084,The ANC said Sunday it disqualified nearly 500 delegates from voting at its leadership conference as it prepared to… https://t.co/U7u0ENKCKb,51
0.0772,Sun Dec 17 14:07:02 +0000 2017,0.925,0.0,@WSJ,0.075,"Voters increasingly want Democrats to control Congress after 2018 midterm elections, a new WSJ/NBC News poll shows https://t.co/xHpzfnIw8x",52
0.0,Sun Dec 17 14:00:07 +0000 2017,1.0,0.0,@WSJ,0.0,The Bank of Japan has pumped a staggering $4 trillion into the financial system over nearly five years and dropped… https://t.co/gMk9Z6cERe,53
0.128,Sun Dec 17 13:57:04 +0000 2017,0.903,0.0,@WSJ,0.097,French defense company Thales to buy chip maker Gemalto for $5.64 billion in cash https://t.co/o3Melh3gVk,54
0.0,Sun Dec 17 13:30:11 +0000 2017,1.0,0.0,@WSJ,0.0,Ten of the 16 Chinese firms debuting on the New York Stock Exchange or Nasdaq this year are trading below their IPO… https://t.co/JyXi8eUCsw,55
-0.3612,Sun Dec 17 13:00:17 +0000 2017,0.829,0.171,@WSJ,0.0,"Hurricanes in Florida, Texas and Puerto Rico underscored the risks of flooding, and the lengthy and costly process… https://t.co/NtIItKRXq2",56
-0.6369,Sun Dec 17 12:30:04 +0000 2017,0.743,0.257,@WSJ,0.0,"After decades of scandal, a new wave of sexual harrassment accusations has D.C. legislators on the run https://t.co/zJw7i72a8i",57
-0.7003,Sun Dec 17 12:03:04 +0000 2017,0.775,0.225,@WSJ,0.0,Rising food prices are squeezing grocers. But they aren't charging much more in stores out of fear of losing your b… https://t.co/CMkYA5tD7P,58
0.0,Sun Dec 17 11:30:18 +0000 2017,1.0,0.0,@WSJ,0.0,"Verizon will make NFL games available on its apps for smartphones and tablets, regardless of a customer’s mobile ca… https://t.co/fy8xbyyoFx",59
0.0,Sun Dec 17 17:40:02 +0000 2017,1.0,0.0,@WSJ,0.0,A small club in suburban Chicago bought a ski jump for $1. The investment may yield three Olympians https://t.co/LTHuWmBYZz,60
-0.296,Sun Dec 17 17:22:31 +0000 2017,0.891,0.109,@WSJ,0.0,"No federal law requires home sellers to disclose if their properties have been flooded. Instead, state laws govern… https://t.co/P7Xep6uUH6",61
0.0,Sun Dec 17 17:00:02 +0000 2017,1.0,0.0,@WSJ,0.0,Dianne Feinstein says she sees another ‘year of the woman’ in the making after 6 lawmakers have said they would lea… https://t.co/h5RLFSpzqp,62
0.0,Sun Dec 17 16:45:09 +0000 2017,1.0,0.0,@WSJ,0.0,"Taxes look to be just one of many factors in Americans’ decisions about where to live, so impact of state dedecutio… https://t.co/716Wku6eSR",63
-0.3182,Sun Dec 17 16:30:07 +0000 2017,0.67,0.196,@WSJ,0.134,"Banks offer to spice up some deals with leverage, a strategy popular before the financial crisis https://t.co/h5x3G3TbTm",64
-0.4703,Sun Dec 17 16:20:05 +0000 2017,0.548,0.31,@WSJ,0.142,The holidays are here—and so are the meaningless games with ridiculous names https://t.co/V5ZjYBBw6C,65
0.6369,Sun Dec 17 16:00:22 +0000 2017,0.658,0.0,@WSJ,0.342,What fuel makers won’t do with profits from tax overhaul: expand https://t.co/JDnvvDvoWq,66
-0.875,Sun Dec 17 15:40:07 +0000 2017,0.438,0.562,@WSJ,0.0,Eight killed in suicide bombing at Pakistan church https://t.co/ffK3LRB9QY,67
0.5106,Sun Dec 17 15:20:03 +0000 2017,0.837,0.0,@WSJ,0.163,"Without FCC rules, tech and media giants are free to consolidate, upsell and—hopefully—build more pipelines to incr… https://t.co/hbn0ZOa2YX",68
0.3818,Sun Dec 17 15:00:20 +0000 2017,0.88,0.0,@WSJ,0.12,"Policymakers are looking at overhauls of Fannie Mae and Freddie Mac, retreating on promises to wind down the mortga… https://t.co/9NK0HTpozf",69
